,wikidata_uri,company name,description,country,instance of,inception,official website,industry,founded by
125,http://www.wikidata.org/entity/Q918390,Sky Group,British media and telecommunications conglomerate,United Kingdom,['subsidiary' 'enterprise'],1990-11-02,https://www.skygroup.sky/,['media industry'],Rupert Murdoch
126,http://www.wikidata.org/entity/Q1117972,Ford France,automobile manufacturer in France,France,['subsidiary' 'automobile manufacturer' 'business'],1916-01-01,https://www.ford.fr/,['automotive industry' 'vehicle construction'],"Percival Perry, 1st Baron Perry"
127,http://www.wikidata.org/entity/Q73801,Xbox Game Studios,American video game company,United States of America,['video game developer' 'subsidiary'],2000-03-01,https://www.xbox.com/xbox-game-studios,['video game industry'],Bill Gates
128,http://www.wikidata.org/entity/Q188217,SEAT S.A.,"Spanish automotive company based in Martorell, subsidiary of Volkswagen Group",Spain,['public company' 'subsidiary' 'automobile manufacturer' 'car brand'],1950-05-09,https://www.seat.com/,['automotive industry'],Instituto Nacional de Industria
129,http://www.wikidata.org/entity/Q745019,Colt's Manufacturing Company,American firearms manufacturer,United States of America,['subsidiary' 'business' 'enterprise'],1855-01-01,https://www.colt.com/,['arms industry'],Samuel Colt
130,http://www.wikidata.org/entity/Q1074758,Chiron Corporation,American multinational biotechnology firm (1981-2006),United States of America,['subsidiary'],1981-01-01,http://www.chiron.com/,['biotechnology'],William J. Rutter
131,http://www.wikidata.org/entity/Q822314,Sony Pictures,American television and film studio,United States of America,['subsidiary' 'film production company'],1991-08-07,https://www.sonypictures.net/,['entertainment'],Sony Group
132,http://www.wikidata.org/entity/Q860661,Ford of Britain,automotive manufacturing subsidiary of Ford Motor Company,United Kingdom,['subsidiary' 'automobile manufacturer'],1909-01-01,https://www.ford.co.uk/,['automotive industry'],Henry Ford
133,http://www.wikidata.org/entity/Q1091034,Indian Motorcycle,publicly traded American company that has become primarily known internationally by the eponymous motorcycle brand,United States of America,['motorcycle manufacturer' 'subsidiary'],1901-01-01,https://www.indianmotorcycle.com/,['automotive industry'],Oscar Hedström
134,http://www.wikidata.org/entity/Q663300,Bulova Watch Company,manufacturer of watches and clocks,United States of America,['business' 'subsidiary'],1875-01-01,http://www.bulova.com/,['watchmaking' 'defense industry'],Joseph Bulova
135,http://www.wikidata.org/entity/Q152784,"The North Face, Inc.",American company featuring outdoor apparel and sportswear,United States of America,['enterprise' 'business' 'subsidiary'],1968-01-01,https://www.thenorthface.com/,['retail' 'clothing industry'],Susie Tompkins Buell
136,http://www.wikidata.org/entity/Q382465,Affiliated Computer Services,Xeros subsidiary providing IT services and outsourcing solutions,United States of America,['subsidiary'],1988-01-01,http://www.acs-inc.com/,['information technology'],Darwin Deason
137,http://www.wikidata.org/entity/Q500799,Ubisoft Toronto,Canadian video game developer,Canada,['subsidiary' 'video game developer'],2009-01-01,http://www.ubisoft.ca/,['video game industry'],Jade Raymond
138,http://www.wikidata.org/entity/Q1053674,DoubleClick,provides Internet ad serving services,United States of America,['subsidiary' 'business'],1996-01-01,https://www.google.com/doubleclick/,['Internet marketing'],Dwight Merriman
139,http://www.wikidata.org/entity/Q1069924,Zipcar,American car-sharing company,United States of America,['public company' 'subsidiary' 'business' 'enterprise'],2000-01-01,https://www.zipcar.com,['carsharing'],Robin Chase
140,http://www.wikidata.org/entity/Q634881,Tommy Hilfiger B.V.,American multinational corporation that designs and manufactures apparel,United States of America,"['privately held company' 'brick and mortar' 'business' 'subsidiary'
 'enterprise']",1985-01-01,http://global.tommy.com,['retail' 'perfumery' 'clothing industry'],Tommy Hilfiger
141,http://www.wikidata.org/entity/Q1632681,Lee,American brand of denim jeans,United States of America,['subsidiary' 'business'],1889-01-01,http://www.lee.com,['light industry'],Harry David Lee
142,http://www.wikidata.org/entity/Q1420671,Fisher-Price,American company that produces toys for infants and children,United States of America,['brand' 'subsidiary' 'business'],1930-06-19,http://www.fisher-price.com/,['toy industry'],Helen Schelle
143,http://www.wikidata.org/entity/Q1436915,Ford Argentina,Argentine subsidiary of Ford,Argentina,['subsidiary' 'automobile manufacturer' 'business'],1913-01-01,https://www.ford.com.ar/,['automotive industry'],Henry Ford
144,http://www.wikidata.org/entity/Q1539185,The Timberland Company,American manufacturer and retailer of outdoors wear,United States of America,['public company' 'business' 'subsidiary' 'enterprise'],1952-01-01,https://www.timberland.de/,['fashion'],Nathan Swartz
145,http://www.wikidata.org/entity/Q1199757,Dish,direct broadcast satellite & streaming TV company,United States of America,['enterprise' 'business' 'subsidiary'],1980-01-01,https://www.dish.com/,['satellite television'],Charlie Ergen
146,http://www.wikidata.org/entity/Q1199957,Derbi,Spanish motorcycle manufacturer,Spain,['motorcycle manufacturer' 'subsidiary'],1922-01-01,http://www.derbi.com/,['automotive industry'],Josep Rabasa i Singla
147,http://www.wikidata.org/entity/Q1624295,Knoll,home and office design company,United States of America,['subsidiary' 'public company' 'business' 'enterprise'],1938-01-01,https://www.knoll.com/,['manufacturing' 'furniture'],Hans Knoll
148,http://www.wikidata.org/entity/Q1149018,Moto Guzzi,Motorcycles manufacturer,Italy,['business' 'subsidiary' 'motorcycle manufacturer'],1921-01-01,http://www.motoguzzi.com,['automotive industry'],Carlo Guzzi
149,http://www.wikidata.org/entity/Q1504331,Troller Veículos Especiais,Brazilian off-road vehicles manufacturer,Brazil,['car brand' 'public company' 'subsidiary' 'automobile manufacturer'],1995-01-01,https://www.troller.com.br/,['automotive industry'],Mário Araripe
150,http://www.wikidata.org/entity/Q1149935,WWE Studios,subsidiary of WWE,United States of America,['subsidiary' 'film production company'],2002-01-01,http://corporate.wwe.com/company/wwe-studios,['cinematography'],Vince McMahon
151,http://www.wikidata.org/entity/Q1281935,Eckō Unltd.,brand of urban lifestyle clothing,United States of America,['business' 'subsidiary' 'brick and mortar'],1993-01-01,http://www.shopecko.com/,['clothing industry'],Marc Ecko
152,http://www.wikidata.org/entity/Q1436858,Ford Italia,automobile manufacturer,Italy,['subsidiary' 'automobile manufacturer' 'business'],1923-01-01,https://www.ford.it/,"['manufacture of motor vehicles, trailers and semi-trailers'
 'automotive industry']",Henry Ford
153,http://www.wikidata.org/entity/Q1674371,Toll Group,Australian logistics company,Australia,['enterprise' 'subsidiary' 'business'],1888-01-01,https://www.tollgroup.com,['logistics'],Albert Toll
154,http://www.wikidata.org/entity/Q1437020,Ford do Brasil,subsidiary of American automaker Ford Motor Company,Brazil,['subsidiary' 'automobile manufacturer' 'business'],1919-01-01,https://www.ford.com.br/,['automotive industry'],Henry Ford
155,http://www.wikidata.org/entity/Q1351854,McLaren Automotive,British automotive manufacturer,United Kingdom,['subsidiary' 'automobile manufacturer' 'enterprise'],1985-12-02,https://cars.mclaren.com,['automotive industry'],Bruce McLaren
156,http://www.wikidata.org/entity/Q1475085,General Motors of Canada,automobile manufacturer in Canada,Canada,['automobile manufacturer' 'subsidiary'],1918-01-01,https://www.gm.ca/,['automotive industry'],General Motors
157,http://www.wikidata.org/entity/Q1495046,Gas Gas,motorcycle manufacturer,Spain,['subsidiary' 'motorcycle manufacturer'],1985-01-01,https://www.gasgas.com/,['automotive industry'],Narcís Casas i Vila
158,http://www.wikidata.org/entity/Q1134268,Sony Corporation of America,American subsidiary of Japan's Sony corporation,United States of America,['subsidiary' 'business'],1960-01-01,https://www.sony.com/en_us/SCA/index.html,['television' 'electronics industry'],Akio Morita
159,http://www.wikidata.org/entity/Q3107294,Brains Brewery,"brewery in Cardiff, Wales",United Kingdom,['business' 'brewery'],1882-01-01,https://www.sabrain.com/,['brewing'],Samuel Brain
160,http://www.wikidata.org/entity/Q3360013,Pabst Brewing Company,brewery named after Frederick Pabst,United States of America,['brewery'],1844-01-01,http://www.pabstbrewingco.com,['brewing'],Jacob Best
161,http://www.wikidata.org/entity/Q3372581,John Smith's Brewery,"brewery in Tadcaster, North Yorkshire, England",United Kingdom,['brewery' 'business'],1852-01-01,http://www.johnsmiths.co.uk/,['brewing'],John Smith
162,http://www.wikidata.org/entity/Q3640367,Pedavena,Italian beer,Italy,['brewery' 'beer brand'],1897-01-01,http://www.fabbricadipedavena.it,['brewing'],Giovanni Luciani
163,http://www.wikidata.org/entity/Q3920226,Russian Agricultural Bank,Russian state-owned agricultural bank based in Moscow,Russia,['bank' 'business'],2000-01-01,https://www.rshb.ru,['financial services'],Government of Russia
164,http://www.wikidata.org/entity/Q4355104,Renaissance Capital,Russian investment bank,Russia,['bank'],1995-01-01,https://www.rencap.com/,['financial services'],Anton Kudryashov
165,http://www.wikidata.org/entity/Q4116096,Banco Safra,Brazilian private bank,Brazil,['bank' 'business'],1955-01-01,https://www.safra.com.br,['financial services'],Jacob Safra
166,http://www.wikidata.org/entity/Q4340839,Oschadbank,Ukrainian savings bank,Ukraine,['bank'],1991-12-31,https://www.oschadbank.ua/,['bank'],Cabinet of Ministers of Ukraine
167,http://www.wikidata.org/entity/Q4119563,National Bank of Egypt,large commercial bank in Egypt,Egypt,['bank' 'business'],1898-06-25,https://www.nbe.com.eg/,['financial sector' 'economics of banking'],Rafael Suares
168,http://www.wikidata.org/entity/Q4470728,State Export-Import Bank of Ukraine,one of the largest banks in Ukraine,Ukraine,['bank'],1992-01-03,https://www.eximb.com/,['bank'],Cabinet of Ministers of Ukraine
169,http://www.wikidata.org/entity/Q35896,Lancia,automobile manufacturing subsidiary of Fiat Chrysler,Italy,['public company' 'subsidiary' 'automobile manufacturer' 'business'],1906-11-27,https://www.lancia.com/,['automotive industry'],Vincenzo Lancia
170,http://www.wikidata.org/entity/Q35962,Maserati S.p.A.,Italian luxury car manufacturer,Italy,['public company' 'subsidiary' 'automobile manufacturer' 'business'],1914-12-01,https://www.maserati.com/,['automotive industry'],Alfieri Maserati
171,http://www.wikidata.org/entity/Q40966,Opel,"German automobile manufacturer, subsidiary of Stellantis",Germany,['subsidiary' 'automobile manufacturer' 'car brand'],1862-01-21,https://www.opel.com/,['mechanical engineering' 'automotive industry'],Adam Opel
172,http://www.wikidata.org/entity/Q26921,Alfa Romeo,Italian automotive manufacturer,Italy,['subsidiary' 'automobile manufacturer' 'business'],1910-06-24,https://www.alfaromeo.com,['automotive industry'],Nicola Romeo
173,http://www.wikidata.org/entity/Q26823,Abarth,Italian racing car maker,Italy,['subsidiary' 'public company' 'automobile manufacturer' 'car brand'],1949-03-31,https://www.abarth.com/,['automotive industry'],Carlo Abarth
174,http://www.wikidata.org/entity/Q49203,"Sanyo Electric Co., Ltd.",Japanese electronics company,Japan,['business' 'subsidiary' 'enterprise'],1947-02-01,https://www.sanyo-av.com/language.php,['video game industry' 'electronics'],Toshio Iue
175,http://www.wikidata.org/entity/Q246,Volkswagen,German automotive brand; manufacturing subsidiary of Volkswagen Group,Germany,['automobile manufacturer' 'subsidiary' 'car brand'],1937-05-28,https://www.vw.com/,['automotive industry'],German Labor Front
176,http://www.wikidata.org/entity/Q35886,Automobili Lamborghini S.p.A.,Italian car manufacturer,Italy,['subsidiary' 'automobile manufacturer' 'business'],1948-03-11,https://www.lamborghini.com,['automotive industry'],Ferruccio Lamborghini
177,http://www.wikidata.org/entity/Q2979949,Club Monaco,"mid-priced, high-end casual clothing retailer",United States of America,['clothing store chain' 'subsidiary' 'brick and mortar' 'business'],1985-01-01,https://www.clubmonaco.com/,['retail'],Joe Mimran
178,http://www.wikidata.org/entity/Q3127942,"Harry Winston, Inc.",luxury jeweler,United States of America,['subsidiary' 'brick and mortar'],1932-01-01,https://www.harrywinston.com,['jewelry industry' 'horology'],Harry Winston
179,http://www.wikidata.org/entity/Q1739094,Kenwood Limited,British kitchen appliances manufacturer,United Kingdom,['enterprise' 'business' 'subsidiary'],1947-01-01,https://www.kenwoodworld.com,['manufacturing'],Ken Wood
180,http://www.wikidata.org/entity/Q2994389,Garena,digital entertainment platform,Indonesia,['subsidiary' 'business' 'unicorn'],2009-01-01,https://www.garena.vn/,['video game industry'],Forrest Li
181,http://www.wikidata.org/entity/Q2905535,Blackboard Inc.,business enterprise,United States of America,['subsidiary' 'public company' 'business'],1994-01-01,https://www.blackboard.com,['educational technology'],Stephen Gilfus
182,http://www.wikidata.org/entity/Q3131210,Natura Cosméticos S.A.,Brazilian manufacturer and marketer of beauty products,Brazil,['multi-level marketing company' 'subsidiary'],1969-01-01,https://www.natura.com.br/,['cosmetics industry'],Antônio Luiz Seabra
